Tweet_ID,Tweet_Text,Created_at,Tweet_Geo,User_Name,User_Location,Sentimento
1555479716378935296,@LUIZPATRIOTA39 BOLSONARO NA JAULA,2022-08-05 09:03:58+00:00,,Carlos Roberto Moraes,,negativo
1555479632287260674,@Marcosdaroza @folha Nem o Bolsonaro é a favor de voto auditável. O que ele vende é uma desculpa pré constituida pra gente como você cair feito bobo e se revoltar quando perder a eleição.,2022-08-05 09:03:38+00:00,,FC_Europeu,Petrópolis-RJ,negativo
1555479631930826753,@IvanValente Até os petistas votam em Bolsonaro. 🤣🤣🤣 https://t.co/msOVwSPxdf,2022-08-05 09:03:38+00:00,,Alexandre 🇧🇷,Brasil,positivo
1555479611785584640,"Morreu o Jô Soares? Foda-se!
Não podia ter morrido antes o Bolsonaro e o Lula ?",2022-08-05 09:03:33+00:00,,Manuel Costa,,neutro
1555479594274365441,"@camilamoreno13_ Estou repetindo isso, assim q Lula fizer o zepelim prateado do Bolsonaro zarpar, voltarão a jogar pedras no Lula",2022-08-05 09:03:29+00:00,,Selma_Lula,"São Paulo, Brasil",neutro
1555479564960387072,"@BlogdoNoblat Bolsonaro tem apoio do povo , com isso que ganha eleição, não apoio de partido.
#BolsonaroReeleitoEm2022",2022-08-05 09:03:22+00:00,,Getulio Rodrigues,,positivo
1555479538242576384,"@rsallesmma Danones, o lider dos caminhoneiros que nunca teve caminhão? Esse caroneiro safado se elegeu em cima do Bolsonaro. Agora já era.",2022-08-05 09:03:15+00:00,,O Próprio Robert™️,,neutro
1555479536237776900,"Acesso de militares a dados de celulares atende desejo de Bolsonaro causar tumulto na eleição, diz especialista https://t.co/sWPzZdC0s2",2022-08-05 09:03:15+00:00,,Mario Thomas Garfias,Brasil,neutro
1555479529430388737,"@brom_elisa @RobsonCucco Se fosse Bolsonaro, o saltitante já teria entrado com uma ação.",2022-08-05 09:03:13+00:00,,Luis de Freitas,,neutro
1555479528427978753,"""Bolsonaro exige ser entrevistado pelo JN no Alvorada""

Resposta da Globo: ""Te entrevistamos em janeiro. Na Papuda"".",2022-08-05 09:03:13+00:00,,Odraude Izrets (Lula 2022),Trem-fantasma do Parque Tupy,neutro
1555479517686370305,@flferronato Até os petistas votam em Bolsonaro. 🤣🤣🤣 https://t.co/msOVwSPxdf,2022-08-05 09:03:11+00:00,,Alexandre 🇧🇷,Brasil,positivo
1555479517522698240,@ThiagoResiste BOLSONARO NA JAULA,2022-08-05 09:03:11+00:00,,Carlos Roberto Moraes,,negativo
1555479517115949058,@senadorhumberto Agora bem aí viu. Bolsonaro com certeza vai ganhar as eleições esse ano com pé no chão e muita fé em Deus. Vcs são uns comediantes kkkkkkk,2022-08-05 09:03:10+00:00,,José Edmilson de Sales,,positivo
1555479477643362304,"Uma lição no PT! Governo Bolsonaro concedeu mais de 370 mil títulos de terra a famílias de agricultores 

Isso sim é pensar no mais pobre...

https://t.co/IeVD4WltTW",2022-08-05 09:03:01+00:00,,Jornal da Cidade Online,,positivo
1555479453354041345,@JocemarFukes parabéns🎉🎊🎉🎊 Bolsonaro 22,2022-08-05 09:02:55+00:00,,Erisberto Vieira,,positivo
1555479440389464064,"@iaragb A globo lixo que editar as falas do PR Bolsonaro da entrevista? Tomara que o PR não esqueça de perguntar se a tal Renata já tem salário igual ao ex da Fátima, globo fora do ar em minha vida, desde julho de 1998",2022-08-05 09:02:52+00:00,,valtene,,positivo
1555479426946801665,"A missão de um LÍDER é colocar nos seus devidos lugares o profissional certo e Bolsonaro soube muito bem fazer isso, a exemplo de Paulo Guedes,uma fera na economia. https://t.co/LTCSs0Bj6b",2022-08-05 09:02:49+00:00,,RUY ALMIR,,positivo
1555479419350880256,"@DelegadoZucco @mauriciorocha70 @jairbolsonaro @onyxlorenzoni @GeneralMourao @tencelzucco TODAS AS FORÇAS AUXILIARES TB, PM,PC,PP,GM É SO CHAMAR O APOIO É GERAL AO PRESIDENTE BOLSONARO.",2022-08-05 09:02:47+00:00,,socorromarques,"Fortaleza, Brasil",positivo
1555479415857070087,"@ThiagoResiste Quero muito estar bem de frente a televisão assistindo ao anúncio urgente: ""BOLSONARO É ENJAULADO"" 
Que delícia será ver esse genocida na jaula!",2022-08-05 09:02:46+00:00,,Marta Espadon,,negativo
1555479398320685056,@DilmaeFICA BOLSONARO NA JAULA,2022-08-05 09:02:42+00:00,,Carlos Roberto Moraes,,negativo
1555479390519267329,@ThiagoResiste BOLSONARO NA JAULA,2022-08-05 09:02:40+00:00,,Neurinei Vasconcelos🚩🎵🇳🇱❤️,"Ceará, Brasil",negativo
1555479355471560706,"@diogomainardi Como opinião pessoal. Haverá segundo turno. Ouso dizer que se Bolsonaro chegar ao segundo turno, seu maior desafio, derrota Lula no segundo turno, porque já pesa em alguns eleitores de Lula a dor de se entregar o País a um ladrão que comanda três poderes. Seria o caos absoluto..",2022-08-05 09:02:32+00:00,{'place_id': '59373f0a295160e4'},Renato Montezano,,positivo
1555479342817353730,"Apelação.
Estão preocupados com o Brasil?
Como o povo ?
Não 
Instabilidade.
Colocaram o presidente Bolsonaro sentado no banco dos teus desde 2019 .
Agora no corredor da morte .
A justiça no Brasil tem processo a cumprir constitucional e os brasileiros enxergam o desaparecimento https://t.co/pxR12kzQiy",2022-08-05 09:02:29+00:00,,MARCIA NUNES,Brasil,positivo
1555479319631257600,@ptbrasil Até os petistas votam em Bolsonaro. 🤣🤣🤣 https://t.co/msOVwSPxdf,2022-08-05 09:02:23+00:00,,Alexandre 🇧🇷,Brasil,positivo
1555479310697480192,bolsonaro nem candidato será. O partido não irá registrar a candidatura até o dia 15 e vai inventar uma desculpa esfarrapada culpando a justiça eleitoral.,2022-08-05 09:02:21+00:00,,Marcos. Simplesmente Marcos.,"São Paulo, Brasil",negativo
1555479303357448197,@LulaOficial @verdadenarede Lave sua boca para falar de Bolsonaro seu corrupto,2022-08-05 09:02:19+00:00,,Wganer Luiz,,positivo
1555479274043359235,@congressoemfoco Até os petistas votam em Bolsonaro. 🤣🤣🤣 https://t.co/msOVwSPxdf,2022-08-05 09:02:12+00:00,,Alexandre 🇧🇷,Brasil,positivo
1555479250475663361,"Quem raciocina sabe. Fora o Bolsonaro , vira o consorcio (narcos, China, esquerdas diversas, e quem der mais leva)!
#OCapitãoVaiVencerOladrao https://t.co/zPXaUEZ0T5",2022-08-05 09:02:07+00:00,,Celina Lachampt- Bolsonaro22,"Ile-de-France, France",positivo
1555479244368756736,"@ClaraFernanndez Não são só inimigos do Bolsonaro, são inimigos do país.",2022-08-05 09:02:05+00:00,,Alaelson Tatsch,"Florianópolis, Brasil",positivo
1555479235879370752,"@JovemPanNews Sinto cheiro de golpe por parte do STF... Bolsonaro esta lutando nao contra a esquerda, mas contra as forcas do mau indeed...",2022-08-05 09:02:03+00:00,,Luke Vulcan,Lahaina - Maui,positivo
1555479161736667137,"Campanha

A 59 dias da eleição, o ministro do Supremo Tribunal Federal Luís Roberto Barroso prorrogou por mais 60 dias o inquérito criado pela CPI da Covid contra o presidente Jair Bolsonaro e aliados.",2022-08-05 09:01:46+00:00,,Blog do Ronaldo Braga,Iguatu - Ceará,neutro
1555479161690521600,"A Globo avisou as datas e regras das entrevistas no Jornal Nacional em ABRIL!!

Bolsonaro agora inventa que tem compromissos de campanha pra fugir!

BOLSONARO CAGÃO!!",2022-08-05 09:01:46+00:00,{'place_id': '23d81de6fe7594cb'},Liz Vieira,Goiânia,negativo
1555479155755683840,"@JornalOGlobo CORNOS COM BOLSONARO 

BOLSONARO NÃO TRABALHA 

BOLSONARO PRESO AMANHÃ 

BOLSONARO NA CADEIA 

BOLSONARO NUNCA MAIS!!!! 

FORA BOLSONARO

BOLSONARO GENOCÍDIO DE INDÍGENAS

BOLSONARO NA JAULA",2022-08-05 09:01:44+00:00,,MAX 🚩,South Africa,negativo
1555479131164491777,@ThiagoResiste bolsonaro na jaula.,2022-08-05 09:01:38+00:00,,PG,,negativo
1555479130933809152,"@reynaud2015 @JosAntn70295004 @betok43 @LRobertoBarroso O Bolsonaro será reeleito novamente pela maioria se o golpe não se concretizar, porque a Datapovo já mostrou quem REALMENTE está lidederando, a SUA opinião sobre o presidente é portanto irrelevante. Mostre para mim a popularidade do lider da esquerda!!",2022-08-05 09:01:38+00:00,,Cleusa Freitas,"Nova Friburgo, Brasil",positivo
1555479092354490368,@Renatinhasrs @UOLNoticias @madeleinelacsko Pra falar mau do Bolsonaro pode agora falar do ladrão de 9dedos não pode,2022-08-05 09:01:29+00:00,,Rogério DOS SANTOS FERREIRA,,positivo
1555479068199587841,"Bolsonaro: ‘Soube que o PT agora reza o Pai Nosso e usa bandeiras do Brasil’. ""Só falta parar de defender aborto, drogas e ideologia de gênero"", disse o presidente.",2022-08-05 09:01:23+00:00,,Bispo Bishop - 2⃣2⃣,"Sinop, Brasil",neutro
1555479047068684290,"@lidicedamata @LulaOficial Canalhada comunista safado mentirosamente, o pai da mentira é o diabo 😈  ! Votaremos na reeleição do presidente Bolsonaro!",2022-08-05 09:01:18+00:00,,paulo TORRES,,positivo
1555479020183162883,"@brom_elisa Segundo fontes confiáveis a esquerda macabra contratou uma torcida organizada paulista para usar verde e amarelo e causar algumas desordem, a ordem é gritar “Bolsonaro” vários repórteres vão estar a postos para fazer aquele textão para folha dos bandidos",2022-08-05 09:01:12+00:00,,CJ Carvalho,"São Luís, Brasil",neutro
1555478958338080768,@anadubeux @correio Até os petistas votam em Bolsonaro. 🤣🤣🤣 https://t.co/msOVwSPxdf,2022-08-05 09:00:57+00:00,,Alexandre 🇧🇷,Brasil,positivo
1555478948775186432,"@roxmo É pq quem vai eleger ele não é apoiador, é que não suporta Bolsonaro, isso vocês limitados não entenderam.",2022-08-05 09:00:55+00:00,,Eduardo Moisés,,negativo
1555478945331544064,"Polêmica evangelica as 6h:

Ontem lá na igreja o nosso governador estava né, aí o Pastoor pediu para que orassemos por ele e todos os nossos governantes. Só fiquei murmurando, aí Deus me perdoa mas não vou orar pelo bolsonaro e ele não 🤣",2022-08-05 09:00:54+00:00,,TN,"São José, Brasil",negativo
1555478936099880960,@Latinooficial Bolsonaro nunca mais!!,2022-08-05 09:00:52+00:00,,Oliveira,,negativo
1555478924674510848,"Bolsonaro, Morty e Greg foram parar no paredão! https://t.co/zvpoc0K3dZ",2022-08-05 09:00:49+00:00,,💀 esqueleto bot 🤖,📩 sugestões na dm.,negativo
1555478919205330945,"@lucas_br8 @EleicaoBr2022 Vc é muito sem noção,  bolsonaro cresce 2 pontos e Lula 12 é vc acha q tá bom kkkkk bolsominios são toscos kkkkkk",2022-08-05 09:00:48+00:00,,flamenguista e defensor dos mais humildes,,negativo
1555478915132669952,@L3itadas_l03n_ Bolsonaro tinha conhecimento do que poderia rolar. https://t.co/ceggQFBhH0,2022-08-05 09:00:47+00:00,,ENSINANTE APRENDENTE,"Rio Grande do Norte, Brasil",neutro
1555478863345377280,"Após queda do diesel, Bolsonaro diz esperar 'outras reduções' nos preços da Petrobras https://t.co/SsOfaKWGHS",2022-08-05 09:00:35+00:00,,Jornal O Globo,,neutro
1555478861726498817,"@Guilher66001257 @Economesteter Mas pro povo brasileiro foi e continua sendo uma novidade! É disso q se trata. Governos anteriores se recusaram a comprar essa briga com a máfia dos bancos no Brasil.  Bolsonaro deu aval e a ideia foi colocada em prática. Hoje, os banqueiros financiam a campanha do loola por isso",2022-08-05 09:00:34+00:00,,Lourdinha II 💛💚,Portugal,neutro
1555478858748542976,@AssirPaiva @Ricamconsult Os dois lados vão odiar Bolsonaro e esquecer porque se odeiam KKKKKKKKKK,2022-08-05 09:00:33+00:00,,DG ˢᵖᶠᶜ 🇾🇪,"São Paulo, Brasil",neutro
1555478837001162754,@flferronato Pare de passar vergonha tia. Será por isso que Bolsonaro chama vcs de fruto de uma Fraquejad4?  Felipe neto manda lembranças.🤣🤣🤣🤣🤣 https://t.co/lWxqqH7pV0,2022-08-05 09:00:28+00:00,,Jacira,Salvador,neutro
1555478833599594498,"@GuilhermeBoulos Não  é não.
Deixa de ser mentiroso.
Isso é  canalhice política.
Só mau caráter usa esse método.
O que vc fez na vida pra falar do Presidente Bolsonaro?
Ahhh vá..... https://t.co/UwH96Brprn",2022-08-05 09:00:27+00:00,{'place_id': 'd9d978b087a92583'},Claudio Marcio - 22 🇧🇷🇧🇷 🇧🇷📢🏍️🍺🐔😀,"Belo Horizonte, Brasil",positivo
1555478824569151488,"@STF_oficial O STF não é contra o Brasil,  não é  outra a democracia, contra o socialismo,  só é contra o Pr Jair Bolsonaro",2022-08-05 09:00:25+00:00,,Pedro Rocha,"Mato Grosso do Sul, Brasil",positivo
1555478821427617793,A única justificativa para votar no Bolsonaro é o fanatismo! https://t.co/BsN73sgnSr,2022-08-05 09:00:25+00:00,,Vou de Bike!!!,Goiânia,negativo
1555478806982541314,"Vc sabia? Para aliados, Bolsonaro 'passou recibo' de irritação com notícias de que há busca por um candidato como Joe Biden para eleições brasileiras de 2022 
 https://t.co/ZX9IoC4hkP",2022-08-05 09:00:21+00:00,,oranosloB,Cloud,neutro
1555478803635470336,"Vc sabia? Flávio Bolsonaro diz que viagem a Noronha no feriado foi a “serviço”. Três “esticadinhas” de Flávio Bolsonaro custaram mais de R$ 43 mil ao Senado 
 https://t.co/ck90ZiMHTi",2022-08-05 09:00:20+00:00,,oranosloB,Cloud,neutro
1555478803631185920,"Vc sabia? Bolsonaro demorou quase 3 semanas para ir ao Amapá verificar a questão da crise elétrica. Foi recebido por protestos 
 https://t.co/sAKWJn3Pnt",2022-08-05 09:00:20+00:00,,oranosloB,Cloud,negativo
1555478803627098112,"Vc sabia? Bolsonaro disse: - Eu tenho cinco filhos. Foram quatro homens, aí no quinto eu dei uma fraquejada e veio uma mulher 
 https://t.co/cvWYrp2XYd",2022-08-05 09:00:20+00:00,,oranosloB,Cloud,neutro
1555478803199188999,"Vc sabia? Bolsonaro que nunca se manifestou a favor do uso de máscara ou pediu a população para usar alcool gel, fala agora que a vacina não será obrigatória 
 https://t.co/M9lDxbkN7e",2022-08-05 09:00:20+00:00,,oranosloB,Cloud,negativo
1555478802377187328,"Vc sabia? China ignorou pedidos de Bolsonaro por troca de embaixador no Brasil 
 https://t.co/HFIL3NqvCz",2022-08-05 09:00:20+00:00,,oranosloB,Cloud,neutro
1555478802377105408,"Vc sabia? 'E por que estava naquela região de São Paulo? [Queiroz] Porque era perto do hospital em que fazia tratamento de câncer.'. Afirmação falsa de Bolsonaro. Queiroz se tratou a 70Km de Atibaia 
 https://t.co/0wU5gZmVQo",2022-08-05 09:00:20+00:00,,oranosloB,Cloud,negativo
1555478802377097216,"Vc sabia? Com reinfecções e mutações, Bolsonaro erra ao comparar vírus com vacina... Mas pra quem achava que o Covid19 era só uma gripezinha, isso não causa surpresa 
 https://t.co/8P0Reagdes",2022-08-05 09:00:20+00:00,,oranosloB,Cloud,negativo
1555478801315991555,@CarlaZambelli38 Bolsonaro reeleito 🇧🇷 🇧🇷 🇧🇷,2022-08-05 09:00:20+00:00,,Sandra Queiroz,,positivo
1555478788422701057,VAMOS DAR APOIO TOTAL BÓLSONARO REELEITO PRIMEIRO 🤣 🤣 🤣 🤣 🤣 TURNO 🤣 🤣 🤣 🤣 🤣 🤣 https://t.co/aDd9MtfP0d,2022-08-05 09:00:17+00:00,,Francisco Dias,"São João de Meriti, Brasil",positivo
1555478779539095552,"@CamargoDireita Nessa casa e rua da periferia de São Paulo mora, supostamente, o ""empresário"" dono da Construtora Litoral, que recebeu quase R$ 14 milhões do desgoverno federal, segundo o Estadão. 
Mas o Bolsonaro não falou que tinha acabado com a corrupção? https://t.co/5lruO11nMs",2022-08-05 09:00:15+00:00,,sergo luis,"São Carlos, Brasil",negativo
1555478770055782401,@GuilhermeBoulos Obrigado presidente BOLSONARO. #OcapitaoVaiVencerOladrao,2022-08-05 09:00:12+00:00,,Ramon Ossen Ali,,positivo
1555478765777686529,"@jairbolsonaro É o time de Bolsonaro tem que continuar.
#BolsonaroEsuaEquipeCompetente",2022-08-05 09:00:11+00:00,,Maria Maganha,,positivo
1555478753744134145,"“A casa caiu…BOLSONARO E SUA FAMILICIA toparam a entrevista na rede globo que eles chamam de GLOBOLIXO” Entrevista de Bolsonaro ao JN está confirmada, diz Flávio - 04/08/2022 - Poder - Folha https://t.co/4558XsRA0v @UOLNoticias #UOL",2022-08-05 09:00:08+00:00,,Aristarco de Samos,,negativo
1555478749122011136,@guimaraes13PT Parabéns presidente Bolsonaro 🇧🇷🇧🇷,2022-08-05 09:00:07+00:00,,paulo TORRES,,positivo
1555478744999100418,FIZ O ANEL DA CASSIE CHUPA BOLSONARO #ContinenciaAoAmor,2022-08-05 09:00:06+00:00,,Mahh ||Crying for Shatter-Me,,negativo
1555478730671366144,BOLSONARO ARMOU O TRÁFICO https://t.co/OZWZ4fRm44,2022-08-05 09:00:03+00:00,,Bozo Burning,,negativo
1555478730100834304,"@senadorhumberto Acusar Bolsonaro 24h demonstra o desespero da quadrilha do PT, vai ficar doido vampiro com o Bolsonaro e tudo que ele faz e  fica sabendo que o povo brasileiro está com o mesmo no que der e vier; Bolsonaro reeleito 22!.",2022-08-05 09:00:03+00:00,,Jesser Oliveira,,positivo
1555478728838225920,Faltam 149 dias para o fim do governo Bolsonaro.,2022-08-05 09:00:03+00:00,,Maurício Rodrigues,"RJ, Brasil",negativo
1555478721422835717,Ameaçado de cadeia': o que Bolsonaro disse no dia 4 de agosto? - Grajaú News #SãoPaulo #Transit #MetroSP #CPTM #ViaQuatro #ViaMobilidade https://t.co/4NaDEoGXAM,2022-08-05 09:00:01+00:00,,MyTransit São Paulo,"São Paulo, SP, Brazil",neutro
1555478714242277377,"⚠️Enfermeiros em festa depois de saberem da notícia que Bolsonaro sancionou a Lei que cria o piso salarial para enfermeiros, técnicos, auxiliares e parteiras.🇧🇷 https://t.co/537SLtjOfs",2022-08-05 08:59:59+00:00,,O Cussigh🗯🌟🌟🌟🇧🇷,"São Paulo, Brasil",neutro
1555478712908496897,@gleisi Bolsonaro 2022! O teu candidato é corrupto.,2022-08-05 08:59:59+00:00,,ALEXANDRE SAMPAIO,,positivo
1555478708064059393,BOLSONARO NA JAULA!,2022-08-05 08:59:58+00:00,{'place_id': 'ced0519aaf879b2a'},Henrique Serafim,Ipojuca - PE,negativo
1555478671242190848,STF e a pescaria probatória contra Bolsonaro https://t.co/cNaNkjth8Q via @YouTube,2022-08-05 08:59:49+00:00,,ubirajara,"Massachusetts, USA",neutro
1555478646542012416,"Um alerta ao Brasil e os brasileiros tem que ter essa certeza, Bolsonaro destruiu esse país, agora derruba a gasolina, libera dinheiro para enganar a população e caminhoneiros, libera PL dos enfermeiros, vamos receber tudo isso e votar no Lula, fiquem ciente disso.",2022-08-05 08:59:43+00:00,,gilvandrofilho,"Goiânia, Brasil",negativo
1555478625666883585,@carlosveraspt Com Bolsonaro 22.,2022-08-05 08:59:38+00:00,,Flavio Fernandes de Jesus,"São Paulo, Brasil",positivo
1555478607425847296,@UOLNoticias @AndreJanonesAdv @LulaOficial Até os petistas votam em Bolsonaro. 🤣🤣🤣 https://t.co/msOVwSPxdf,2022-08-05 08:59:34+00:00,,Alexandre 🇧🇷,Brasil,positivo
1555478605010018306,"Pois eh Thiago foi uma jogada de mestres dos dois André como sempre pensando nos menos favorecido e no povo em geral! O presidente Lula já com sua sabedoria não ia dispensar esta grande ajuda sempre acolhedor...# Fora Bolsonaro "" https://t.co/CH8udNlzd2",2022-08-05 08:59:33+00:00,,batista.salvador61@gmail.com,,negativo
1555478585615466496,Carolina Brígido - Chapa de Lula cogita pedir para TSE cassar Bolsonaro por ato com embaix... https://t.co/gUeMXJFCmT via @UOLNoticias @UOL,2022-08-05 08:59:28+00:00,{'place_id': 'ad8a3318a4317a03'},Heitor Minoru Takahashi,"São José dos Campos, Brasil",neutro
1555478584969535488,"Lula está à frente de Bolsonaro com 43% contra 35%, diz pesquisa telefônica do PoderData https://t.co/42JuTSQz73",2022-08-05 08:59:28+00:00,,Mario Thomas Garfias,Brasil,negativo
1555478580003586049,"@LulaOficial @AndreJanonesAdv @somosavante70 LULALADRÃO E DEFENSOR DO COMUNISMO. CUBA E TODAS AS DITADURAS COMUNISTAS QUE RECEBERAM GRANDES CONSTRUÇOES ,FEITAS COM RECURSOS DOS COFRES PUBLICOS  DO BRASIL , ROUBADOS POR LULALADRAO E POR DILMALADRA, ESTÃO SENTINDO MUITA FALTA DELES. NÓS BRASILEIROS, PRECISAMOS DE BOLSONARO.",2022-08-05 08:59:27+00:00,,Luiz Campos,,positivo
1555478576060895232,"@monark @kimpaim No atual contexto sim! Pq se não apoiar Bolsonaro, vem Lula e ponto. Não há outra opção.",2022-08-05 08:59:26+00:00,,Meana,,positivo
1555478570910289922,@LucianoHangBr E eu quero Bolsonaro e Bolsonaristas na CADEIA,2022-08-05 08:59:25+00:00,,Menina VENENO,,negativo
1555478500701790208,Puro ativismo judiciário! https://t.co/UQhozepJiI,2022-08-05 08:59:08+00:00,,Álvaro Silva🫡🫡🫡(Batendo Lata)🇧🇷🇧🇷,"Blumenau, Brasil",neutro
1555478498457812994,@taoquei1 Espero que Bolsonaro jogue isso na cara deles ao vivo!!!,2022-08-05 08:59:08+00:00,,Luis Mello,,neutro
1555478493575757824,"Meu pai está a meia hora vendo vídeo do meu lado. Todos os vídeos são sobre o Bolsonaro. 
Jesus, pra que?",2022-08-05 08:59:06+00:00,,Gabriel Alves ★彡,,negativo
1555478487338827781,"Nem Lula nem Bolsonaro, vou é pro Japão comer sushi todo dia",2022-08-05 08:59:05+00:00,,iel mayan,"Jaraguá do Sul, Brasil",neutro
